ids,data
Q6CF24,7.2631E-06
Q6CEL1,8.76371E-06
B5FVH7,7.61576E-06
Q6C074,7.55573E-06
Q6CAT8,7.93462E-06
Q6C515,7.49943E-07
Q6C3L4,8.45397E-06
Q6C0B8,9.63592E-06
Q6C5V4,1.92687E-07
Q6BZR2,2.94653E-06
Q6C193,1.2889E-06
Q6CAC4,9.92455E-06
Q6CFF4,8.80977E-06
Q6C7D6,6.18005E-06
Q6C337,8.92337E-06
Q6C093,2.26391E-06
Q6C474,4.57467E-06
Q6CH82,1.10908E-06
Q6C529,2.58322E-06
Q6CFM0,8.7001E-06
Q6CAQ9,7.89764E-07
Q6C1A5,4.56238E-06
Q6C498,3.97521E-07
Q6CGG0,3.53857E-06
Q6C7Q1,5.6228E-06
Q6CI94,2.14827E-06
Q6CDY7,7.15815E-06
Q6C138,1.28782E-07
Q6CD71,4.83199E-06
Q6C625,9.38391E-06
Q6CDD4,8.56896E-06
Q6CC27,6.03264E-06
Q6CG12,2.53808E-06
Q6C770,9.8976E-06
Q6C3X3,7.7962E-06
Q6C6L3,9.62325E-06
Q6CAY3,9.08945E-06
Q6CGP9,5.41719E-06
Q6CC90,3.96661E-06
Q6CHK0,6.4785E-06
Q6CD10,2.7507E-06
Q6C5Z5,4.0136E-06
Q6C3T0,7.95315E-06
Q6C1A2,7.87825E-07
Q6C1U7,7.87644E-06
Q6C8S0,7.63916E-06
Q6C0W9,5.70182E-06
Q6CCX5,4.33478E-06
Q6C2Q8,4.27915E-06
Q6C8V8,9.37268E-06
Q6C4U4,6.44656E-06
Q6CD29,4.49631E-06
Q6CEW5,1.7135E-06
Q6C7G0,8.71839E-06
Q6CAH0,1.28424E-06
Q6C7F7,5.31491E-07
Q6CCH6,6.17508E-06
Q6C5L2,7.734E-06
Q6C2G2,3.17229E-06
F2Z6B2,3.91566E-06
Q6C4Q9,8.25221E-07
Q6C059,6.93604E-06
Q6CF35,7.80394E-06
Q6C321,7.96435E-06
Q6CD95,1.16838E-06
Q6C179,9.86686E-06
Q6CHH8,4.80255E-06
Q6BZR7,5.72108E-06
Q6CFQ3,2.59841E-06
Q6C9K4,8.12609E-07
Q6CDR3,3.29703E-06
Q6C953,7.02706E-06
Q6CG64,6.68897E-06
Q6C1P9,1.35591E-07
Q6C0H5,1.2866E-06
Q6C2Z4,1.87755E-06
Q6C5Y4,7.86497E-06
Q6CHX4,3.64889E-06
Q6C168,3.56917E-07
P05784,8.36862E-06
Q6C380,6.89234E-06
Q6CHH7,5.35063E-06
Q6C1X6,3.17856E-06
Q6C287,2.62645E-06
Q6C064,5.95814E-06
Q6CBR8,6.16802E-06
Q6C939,3.22946E-06
B5RSM8,9.79764E-07
Q6C1B4,7.18734E-06
Q6CGN1,2.45709E-06
Q6CGI7,3.88923E-06
Q6C0T6,9.64762E-07
Q6C7Y0,3.12564E-06
Q6C6V3,9.35843E-06
Q6CA49,8.62639E-06
Q6CHC4,3.96156E-06
Q6CFD6,2.2457E-06
Q6C214,3.68606E-06
Q6C547,5.8548E-06
Q6CHF1,8.81207E-06
Q6CD70,9.95275E-06
Q6CCX8,4.06225E-06
Q6C1Z4,4.59926E-06
Q6C452,7.13305E-06
Q6C475,3.44091E-06
Q6C2S2,9.0583E-06
Q6CCI7,4.01219E-06
Q6C9P0,1.88775E-06
Q6C5U8,5.42039E-06
Q6C8M1,9.4292E-06
Q6CB01,5.35502E-06
Q6C4R3,3.96314E-06
Q6C2Y2,8.35978E-06
Q6C2A4,6.94919E-06
Q6CCG0,1.95016E-06
Q6C1L4,5.73852E-06
Q6CGQ3,2.57943E-06
Q6C6L9,7.15298E-07
Q6C457,8.98202E-06
Q6C7H0,7.76789E-06
Q6C854,5.82616E-07
Q6C7D8,9.75828E-06
Q6CCY7,5.9279E-06
Q6C238,6.1382E-07
Q6C5P9,5.7945E-08
Q6BZX1,7.2449E-07
Q6C0Q4,3.22594E-06
Q6CFA2,4.21016E-06
Q6C6F3,4.42131E-06
Q6C1Q1,1.87812E-06
Q6CAZ6,9.26106E-06
Q6C7X6,4.85648E-06
Q6CI47,4.86821E-06
Q6C218,9.03107E-06
Q6C4K7,2.60882E-06
Q6CCE5,9.97042E-07
Q6C779,5.88711E-06
Q6CH80,9.68735E-06
Q6CFU6,8.92338E-06
Q6CCB8,9.97499E-07
Q6CEZ3,8.57696E-07
Q6CDM9,6.77925E-06
P41943,2.55978E-06
Q6CGF3,3.19052E-06
Q6C863,1.60295E-06
Q6CB21,5.55819E-06
Q6C0K0,8.71302E-06
Q6CGC8,9.87761E-06
Q6C6D9,8.57419E-06
Q6C499,9.86839E-06
F2Z6B9,1.37626E-06
Q6CCT8,4.72787E-06
Q6C8A6,5.39032E-06
Q6CF29,9.48641E-06
Q6C1L1,8.72505E-06
Q6C3H2,2.06319E-06
Q6C3R1,8.80561E-06
Q6CF47,5.92949E-06
Q6CF42,4.40407E-06
Q6C381,1.39227E-06
Q6C2A2,9.92737E-06
Q6C094,6.43175E-06
Q6CBI6,9.25772E-06
Q6CEC6,8.74975E-06
Q6CI77,1.19961E-06
Q6C4R1,9.64357E-06
Q6C851,2.86278E-06
Q6C4N9,2.27152E-06
Q6C289,1.53344E-06
Q6CEZ0,4.46925E-06
Q6CC04,4.15925E-06
Q6CFZ5,4.63627E-08
Q6C9F5,8.80992E-06
Q6CAG1,1.96689E-08
Q6C6U8,8.43662E-06
Q6C7U0,3.53218E-07
Q6C2A8,7.11181E-06
Q6C5D9,7.50897E-07
Q6C2A5,6.93565E-06
Q6C757,9.24401E-07
Q6CA35,5.32765E-06
Q6C6Y2,8.67527E-06
Q6CB20,8.42626E-06
Q6C0A8,5.1624E-06
Q6CCN2,8.88902E-06
Q6CDC4,5.63972E-06
Q6CBB5,5.73316E-06
Q6C6T9,9.9818E-06
Q6CBW9,2.0395E-06
Q6C233,8.93402E-06
Q6CEW3,5.83209E-07
Q6CA24,4.07041E-06
Q6C0A5,3.35237E-09
Q6CGV8,5.11125E-06
Q6C8D8,5.43317E-06
Q6C1R8,6.88759E-06
Q6CFV8,6.23403E-06
Q6CAZ7,3.68852E-06
Q6C6T7,8.55851E-06
Q6C9B0,3.18283E-06
Q6C0T3,4.4504E-06
Q6C0K3,9.8649E-06
Q6C572,5.9839E-06
Q6C637,7.70063E-06
Q6C724,8.19214E-06
Q6C961,7.54249E-06
Q6CGS4,7.6577E-06
Q6C153,4.8819E-08
Q6CFR3,7.74779E-07
Q6CEC7,2.77825E-06
Q6CD15,2.0089E-06
F2Z6C7,8.4254E-06
Q6C462,9.64561E-06
Q6C2J4,5.97783E-06
Q6C9I2,8.05359E-06
Q6C265,2.93282E-06
Q6CHQ6,8.94076E-06
Q6C3T1,3.94853E-06
Q6C5M8,6.98964E-06
Q6C7C5,5.1415E-06
Q6C5K0,2.23149E-06
Q6CBZ8,5.01141E-06
B5RSK1,2.58468E-06
Q6C652,3.61529E-06
B5RSL9,2.70111E-06
Q6CA99,3.78188E-06
Q6C6M5,3.40104E-06
Q6CA72,2.42448E-09
Q6C4B8,3.50017E-06
Q6CGB2,8.53319E-06
Q6CH57,9.22079E-06
Q6BZV0,2.04812E-06
Q6C069,8.26306E-06
Q6C5B5,8.14942E-06
Q6C6M4,2.73793E-06
Q6C2S3,3.38193E-06
Q6C7R9,2.12844E-06
Q6C346,3.17984E-06
Q6C205,3.6103E-06
Q6CF49,9.23756E-06
Q6CHS4,8.1962E-07
Q6CG83,5.70371E-06
Q6CAA7,1.23367E-06
Q6C7K4,8.3229E-06
Q6C2T7,3.57969E-06
Q6CFU9,4.24035E-06
Q6C9Y0,6.5541E-06
Q6CA64,5.32097E-06
Q6C7P0,4.26475E-06
B5FVC0,3.87577E-06
Q6CBU7,9.50399E-06
Q6CF51,3.06017E-06
Q6C9H8,8.5969E-06
Q6C4Y0,7.74961E-06
Q6C6C5,7.29018E-06
Q6C1T3,1.13415E-06
Q6C740,7.93414E-06
Q6CD87,1.81326E-06
Q6CFS7,3.61671E-06
Q6C2K7,9.71372E-06
Q6CHU2,8.96796E-06
Q6C6X9,1.51442E-06
Q6CDW6,6.68172E-06
Q6C7M8,4.65396E-06
Q6C0G2,9.20281E-06
Q6C826,3.45733E-07
Q6C568,3.36689E-06
Q6CHL3,3.31233E-06
Q6C7N1,9.41073E-06
Q6CEY6,6.56152E-06
Q6C7W6,1.99159E-07
Q6C4M1,3.90085E-07
Q6CI64,1.45824E-06
Q6CE57,9.76085E-06
B5FVH4,2.62426E-06
Q6C101,4.58406E-06
Q6C3K2,3.50898E-06
Q6C5P7,6.08994E-06
Q6C1V1,8.31627E-06
Q6C0L7,5.40984E-06
Q6C825,6.81187E-06
Q6C5G7,5.32447E-06
Q6C3H1,2.54113E-06
Q6C8Y8,3.72167E-06
Q6C9V2,3.49442E-06
Q6C1C9,4.53437E-06
Q6C4D1,3.09081E-06
Q6C3K4,8.69421E-06
Q6C988,3.95701E-06
Q6C0R8,9.10432E-06
Q6CBN0,6.43239E-06
Q6C392,2.21036E-06
Q6CDA8,7.87232E-06
Q6C5L9,3.84375E-07
Q6CAE0,8.80735E-06
Q6CEZ6,2.35341E-06
Q6C8I9,2.71569E-07
Q6C8X0,8.34413E-06
Q6C6W7,3.25147E-06
Q6CCW7,6.01055E-06
Q6C4I1,6.78942E-07
Q6C9I1,2.4316E-06
Q6CB02,5.47505E-06
Q6C1W0,2.06031E-06
Q6C0C2,5.76676E-06
Q6CFG7,2.85637E-06
Q6C1V5,5.32438E-06
Q6C2X2,7.12656E-06
Q6CHX1,6.23474E-06
Q6CDN5,7.91731E-06
Q6C8Y7,2.87847E-06
Q6C906,5.99423E-06
Q6CDS2,9.75475E-06
Q6C7V0,6.55855E-06
Q6C058,4.1174E-06
Q6CEW4,6.32406E-07
Q6CC28,3.67911E-06
Q6CF75,6.37017E-06
Q6C8C8,3.73106E-06
Q6C5W2,9.39902E-06
Q6CEF2,8.54721E-06
Q6CC42,2.62342E-06
Q6C3H3,9.4704E-06
Q6C355,2.87754E-06
Q6C5Y2,9.38268E-06
Q6CA26,1.56073E-07
Q6CBB7,1.53918E-06
Q6CD06,7.14315E-06
Q6C8H4,3.8853E-06
B5RSL5,7.32042E-07
Q6C0B6,1.2276E-06
Q6CGW8,4.94709E-06
Q6C6M1,9.49646E-07
Q6BZT0,2.04062E-06
Q6C201,4.54798E-06
Q6C0M9,4.46919E-06
Q6CAG2,6.16248E-06
Q6C2V9,1.40569E-06
Q6CBE8,1.7436E-06
Q6C5G0,4.30995E-06
Q6C615,8.69487E-06
Q6CGE6,2.23005E-06
Q6C7V7,5.8695E-06
Q6C280,4.82435E-06
Q6C4X3,4.51336E-06
Q6C942,7.802E-06
Q9B6D2,2.05281E-06
Q6C7N7,3.46894E-06
Q6CCB9,7.15263E-06
Q6C0L1,2.87351E-06
Q6CDI0,5.84026E-07
Q6C8E8,4.67468E-06
Q6C5T5,9.40785E-06
Q6CA19,4.42272E-07
Q6CGX5,5.69436E-06
Q6CAH6,3.16984E-06
Q6C7N9,1.0463E-07
Q6CES2,4.47768E-06
Q6C404,6.94475E-08
Q6C2V4,5.37792E-06
Q6C3N1,6.78218E-06
Q6CAM9,5.50356E-06
Q6C0M6,7.38988E-06
Q6CFT1,3.73807E-07
Q6C197,7.40616E-06
Q6CGE7,8.56477E-06
Q6C1Y1,9.94195E-06
Q6C4Q4,7.21614E-06
Q6CEL3,5.85412E-06
Q6C0I9,4.12246E-06
Q6CA89,5.34719E-06
Q6C5T9,4.32325E-06
Q6CI12,6.93882E-06
Q6C387,8.70548E-06
Q6C502,9.5701E-06
Q6CI01,5.80728E-06
Q6CBV0,3.02657E-06
Q6C831,3.74069E-06
Q6C6U9,5.98115E-06
Q6CAI4,3.58084E-06
Q6CDG8,7.83557E-07
Q6CGB5,4.18066E-07
Q6C0V8,5.32093E-07
Q6C9X3,2.93268E-06
Q6CD83,4.43772E-06
Q6CI49,3.74161E-06
Q6C2T5,8.1605E-06
Q6C5S0,6.46581E-06
Q6CG16,2.33774E-07
Q6CBL0,7.24752E-06
Q6CE24,5.56911E-06
Q6CHN0,9.47307E-06
Q6BZW7,8.66876E-06
Q6CF78,7.70707E-06
Q6C4W4,6.62797E-06
Q6CGC2,8.79795E-06
Q6CDY6,6.71382E-06
Q6C8A8,7.72369E-06
Q6CCG6,8.03533E-07
Q6CAX6,1.91889E-06
Q6CHZ4,7.77963E-06
Q6C3Z7,5.33308E-06
Q6C5R6,2.29398E-06
Q6C9S1,2.67136E-06
Q6CDS6,8.52985E-06
Q6CD92,8.21763E-06
Q6C630,7.2895E-06
Q6CI72,4.38654E-06
W0TYP3,9.05126E-06
Q6CBQ7,4.8407E-06
Q6C8Z5,4.42875E-06
Q6C2Z1,2.84038E-06
Q6CFW6,8.22947E-06
Q6C4T0,6.49214E-07
Q6C5A5,7.29415E-06
Q6C7E0,5.99451E-07
Q6C891,6.47301E-06
Q6C8L0,8.54209E-06
Q6CFS5,5.36058E-06
Q6C748,9.43302E-06
Q9B6D3,6.28965E-06
Q6C1K3,8.90741E-06
Q6CBZ0,7.35563E-06
Q6C1P3,5.65822E-06
Q6C296,3.36711E-06
Q6C223,9.45881E-06
Q6C1E2,1.53211E-06
Q6C7H1,2.77296E-06
Q6CFI9,5.71676E-06
Q6CD01,8.58454E-07
Q6C694,3.82381E-06
Q6C600,8.73947E-06
Q6CFC3,1.85462E-06
Q6CHQ3,9.657E-06
W0TYN3,9.01119E-06
Q6C2Q1,7.88009E-06
Q6CAE2,8.26631E-06
Q6C4U8,5.71102E-06
Q6CI68,4.21252E-06
Q6CCD4,1.17681E-06
Q6CCF6,2.61714E-06
Q6C3A0,7.08204E-06
Q6C038,6.09518E-06
Q6CC83,5.40391E-06
Q6C1C4,9.68155E-06
Q6CHX5,7.79402E-07
Q6CGQ0,4.29241E-06
Q6C7A9,5.22795E-06
Q6C8J1,7.54252E-06
Q6C8Y5,9.38131E-06
Q6CEZ2,9.31307E-06
Q6CA08,2.58783E-06
Q6C849,2.25762E-07
Q6C879,4.62057E-07
Q6CB33,4.70083E-07
Q6C835,7.42648E-06
Q6C2E2,6.99613E-06
Q6C5T8,6.11211E-06
Q6C6I2,9.84552E-06
Q6CFZ3,8.22847E-06
Q6C0S4,4.72419E-06
Q6C210,2.33198E-06
Q6CBB0,8.26751E-06
W0TYN8,1.74779E-06
Q6CF98,1.85935E-06
Q6CGT1,4.27983E-06
Q6C715,4.69541E-06
Q6C9R7,9.54322E-06
Q6C2C7,4.92951E-06
Q6C6I5,6.49497E-06
Q6CEH0,3.47996E-06
Q6CGP2,8.51421E-06
Q6C3T6,3.53678E-06
Q6C055,9.79162E-06
Q6CCV1,2.47627E-06
Q6C1K6,9.5318E-06
Q6CAC3,2.06199E-06
Q6CG19,5.09748E-06
Q6C6E8,7.00923E-06
Q6CHU5,4.58929E-06
Q6C746,5.34763E-06
Q6C537,2.9843E-06
Q6CD82,7.85874E-06
Q6C332,2.79392E-07
Q6C8I0,2.10316E-06
Q6C6P9,1.385E-06
Q6CAB8,9.71375E-06
Q6C318,6.95593E-06
Q6CES1,1.92459E-06
Q6C2L6,5.65559E-06
Q6CDQ5,5.27739E-06
Q6C4E1,9.9944E-06
Q6CEJ3,1.56524E-06
Q6CB87,1.11674E-08
Q6C3Y3,3.52783E-06
Q6CFU5,1.52161E-06
Q6CAP8,1.16998E-06
Q6CGB3,1.72761E-06
Q6CD72,4.04564E-06
Q6CH58,4.98466E-06
Q6CDW2,8.10477E-06
Q6C410,1.81372E-06
Q6C3L0,8.74922E-06
Q6C5Q5,2.04478E-06
Q6CFY7,7.92969E-06
B5FVE1,9.75468E-07
Q6C4B9,1.16508E-06
Q6C1B8,4.93546E-06
Q6CAE3,3.1972E-06
Q6CAY8,5.51758E-07
Q6C6V8,7.47993E-06
Q6CC12,6.03368E-06
Q6CH18,4.55357E-06
Q6CE74,9.67953E-07
Q6C1L3,7.41159E-06
Q6C3U0,6.02173E-06
Q6C5Y3,5.61567E-06
Q6CG88,2.51415E-06
Q6C2G8,3.13001E-07
Q6CEE4,5.99943E-06
B5RSJ9,4.64094E-06
Q6C8M6,5.36228E-06
Q6CDF4,2.14492E-06
Q6C9U5,7.74403E-06
Q6CBG2,2.9029E-06
Q6C552,3.10852E-06
Q6C784,5.59065E-06
Q6CBI0,3.08993E-06
Q6C419,6.20142E-06
Q6C187,6.3698E-06
Q6CBH7,4.66992E-06
Q6CH35,8.8246E-06
Q6C7Y9,3.74787E-06
F2Z6C2,8.28149E-06
Q6C5I4,3.62972E-06
Q6C862,9.26215E-06
Q6CCJ8,4.4157E-06
Q6CBX9,8.22354E-06
Q6C4P8,4.00697E-06
Q6C1Q2,5.28165E-06
Q6CHK8,1.00314E-06
Q6C1W7,1.05313E-06
Q6C351,9.64148E-06
Q6C9H4,7.47258E-06
Q6CHK1,3.28515E-06
Q6C106,4.92813E-06
Q6C1J0,4.57286E-07
Q6CAU4,4.07544E-06
Q6CFB7,5.9176E-06
B5FVB8,1.34993E-06
Q6CHE8,9.76047E-06
Q6CAY4,7.58607E-06
Q6C6D4,4.64429E-06
Q6C670,3.09137E-06
Q6CE12,1.00948E-06
Q6C704,4.92105E-06
Q6CAC9,2.07151E-06
Q6CHD4,1.27083E-07
Q6C0F0,6.90424E-06
Q6CB91,7.64941E-06
Q6C4N2,4.30142E-06
Q6CBY3,1.36444E-06
Q6CD60,1.67083E-06
Q6CBP6,7.51262E-06
Q6CE53,2.84583E-06
Q6CE41,3.54885E-07
Q6CAS7,3.28194E-06
Q6C0N7,6.59776E-06
B5FVG0,8.45517E-06
Q6CAR4,5.26638E-06
Q6CB23,6.6443E-06
Q6CFN9,9.63585E-08
Q6CDR2,2.05429E-07
Q6CF94,9.09242E-06
Q6CCF4,4.06531E-06
Q6CCB7,6.75562E-06
Q6C9Q1,7.83402E-06
Q6CHB4,5.54901E-06
Q6CEG8,7.37186E-06
Q6CEC1,1.49286E-06
Q6C3Z3,2.97862E-06
Q6CHW0,8.65859E-06
Q6CFS1,6.21097E-06
Q6CC22,1.31587E-06
Q6C562,7.61434E-06
Q6C1F7,7.73015E-06
F7UI83,5.81067E-06
Q6BZW4,2.6514E-06
Q6C3A2,2.51072E-06
Q6CBX8,2.18793E-06
Q6CA20,1.27382E-06
Q6C780,7.94382E-06
Q6C9W9,1.30532E-06
Q6CI37,3.74422E-06
P09379,4.60683E-06
Q6CI86,8.31783E-07
Q6C040,9.78723E-06
Q6C5G2,5.09256E-06
Q6C7J8,3.8747E-06
Q6C347,9.77316E-07
Q6C1W9,2.49297E-06
Q6C7A0,6.88798E-06
Q6C394,1.37304E-06
Q6CD16,4.7267E-07
Q6C2N3,6.32103E-06
Q6CFL6,9.73057E-07
Q6CD25,6.78937E-06
Q6CHS6,9.30634E-06
Q6BZS5,5.39461E-06
Q6C4T8,8.1E-06
Q6C778,6.58804E-06
Q6C989,6.95581E-06
Q6C8D7,3.563E-06
Q6C0X5,2.43011E-06
Q6CAP4,8.43297E-07
Q6CD79,9.40722E-06
Q6C6D1,9.7088E-06
Q6CAB2,3.10921E-06
Q6C0K1,9.40301E-06
Q6C2U7,6.67743E-06
Q6C9N9,6.46137E-07
Q6C4I8,6.24276E-06
Q6C9J2,7.38289E-06
Q6C565,3.65264E-09
Q6C444,5.79491E-06
Q6CA67,2.88998E-06
F2Z620,8.42702E-06
Q6CAD1,4.3668E-07
Q6C5B8,3.38366E-06
Q6C2C3,9.18633E-06
Q6C5X0,1.21493E-06
Q6CA98,7.51686E-06
Q6C5Z1,1.01722E-06
Q6CDX8,1.61267E-06
Q6CEZ1,6.37011E-06
Q6C1B7,6.87776E-08
Q6C9U0,7.21654E-06
Q6CFL5,2.41925E-06
F2Z675,4.1255E-06
Q6C9A3,8.57523E-06
Q6CCS2,6.3826E-06
Q6CH03,6.92258E-06
Q6CDP5,9.03606E-06
Q6CE52,4.90334E-06
Q6C6S6,1.81581E-07
P35527,8.93686E-06
Q6C9M9,4.44103E-06
Q6C449,4.46271E-07
Q6CF57,1.60298E-06
Q6C605,3.11758E-06
Q6CCV0,1.33774E-06
Q6C6Z5,7.69734E-06
Q6CBD6,4.65544E-06
Q9B6E5,8.38038E-07
Q6CE50,5.66284E-06
Q6CC41,3.44119E-06
Q6CCD8,6.75932E-06
Q6CFA9,8.49237E-06
Q6C6W6,2.83852E-06
Q6C443,2.09521E-06
Q6CCZ5,1.53851E-06
Q6C8L8,4.32291E-06
Q6CA29,4.78068E-06
Q6C607,8.51687E-08
F2Z630,2.56509E-06
Q6C047,9.24416E-06
Q6C776,8.75635E-06
Q6CEV8,5.81217E-06
Q6CF99,7.14768E-06
Q6C1Y0,2.99444E-06
Q6C5X3,5.57464E-06
Q6C0A0,5.66804E-06
Q6CEL0,4.27114E-06
Q6CCJ5,4.23667E-06
Q6CHJ6,4.0926E-07
Q6CGQ5,5.61455E-06
Q6CHJ8,6.00283E-06
Q6CHM9,2.88985E-06
Q6CB64,4.57359E-06
Q6CCR8,9.61079E-06
Q6CEN7,3.91057E-06
Q6C125,3.27353E-06
Q6C8H0,6.65871E-06
Q6CG08,5.80288E-06
Q6C7L6,1.33493E-07
Q6CFU3,2.27598E-06
Q6C472,1.31865E-06
Q6C3M1,2.84666E-06
Q6CDC3,6.49861E-06
Q6C7E4,3.67141E-06
Q6CEC9,8.79834E-06
Q6C219,2.48228E-06
Q6CBK2,7.76515E-06
Q6C3N0,2.68209E-06
Q6C372,6.82971E-06
Q6C3Q7,6.12389E-06
Q6CI35,9.49301E-06
Q6C688,3.64007E-06
Q6C6U2,9.05545E-06
Q6C875,8.81258E-06
Q6C370,8.25907E-06
Q6CHN5,6.49159E-06
F2Z5Z3,9.09919E-06
Q6C9A1,4.80157E-06
Q6C3I0,4.83977E-06
Q6C363,8.43373E-06
Q6C5E1,3.37966E-06
Q6C722,6.4545E-06
Q6CFL1,6.76538E-06
Q6C007,3.63196E-06
Q6C669,2.21451E-06
Q6C3U6,5.08577E-06
Q6C5M3,8.82747E-06
Q6BZS2,2.75244E-06
Q6C0Y3,3.82642E-06
Q6C1L2,4.40721E-06
Q6C7X7,4.49517E-06
Q6CBS2,6.01618E-08
Q6C9D7,4.85878E-06
Q6CAV7,2.56206E-06
Q6CBH2,1.20253E-06
Q6BZZ7,2.29017E-06
Q6C2Q7,3.24744E-06
Q6CEM1,1.14088E-06
Q6C8N3,6.3468E-06
Q6C8C9,4.67361E-06
Q6CE54,5.4559E-06
Q6CHA2,2.83478E-06
Q6CI07,1.36054E-06
Q6BZT4,3.19435E-06
Q6C4A3,6.02285E-07
Q6CFL7,5.2962E-06
Q6CCS9,8.50316E-06
Q6CG44,6.10305E-07
Q6C1W6,5.03397E-07
Q6C6A8,2.88109E-06
Q6C7V2,2.30287E-06
Q6CFF9,5.48948E-06
Q6CAH4,1.62628E-06
Q6CFA5,5.7657E-06
Q6C796,8.32237E-06
Q6C3Q4,6.30125E-06
Q6CDP4,8.36343E-06
Q6CAZ9,5.10573E-06
Q6C7A3,3.14518E-08
Q6C2T6,3.09771E-06
Q6C6S9,8.36551E-06
Q6CI04,4.94491E-06
Q6CA04,2.58417E-06
Q6C7I1,5.19828E-06
Q6CDL3,2.93332E-07
Q6C566,7.62944E-06
Q6C2F0,4.61988E-06
Q6C5T3,5.71776E-06
Q6C0J0,1.22972E-06
Q6C0M4,6.97325E-06
Q6C5H3,5.32433E-07
Q6C3P3,7.55687E-06
Q6C972,7.03996E-07
Q6C9V0,5.69972E-06
Q6CGV3,4.38012E-06
Q6C131,8.44422E-06
Q6C2C2,8.9301E-06
Q6CDV2,3.49724E-06
Q6C501,2.19609E-07
Q6C7K2,8.06233E-06
Q6C1R3,1.21719E-07
Q6C7S5,4.87177E-06
Q6CGX8,2.85761E-06
Q6C8D3,9.17881E-06
F2Z6C9,3.09589E-06
Q6C1T6,4.39046E-06
Q6CF27,5.72644E-06
Q6CBJ9,1.15806E-06
Q6CGA1,9.10994E-06
Q6CAJ5,6.19743E-06
B5FVG9,6.30179E-06
Q6CB63,6.25726E-06
Q6C2L8,3.58634E-07
Q6C689,8.50606E-06
Q6CDF7,1.91303E-06
Q6C807,1.74169E-06
Q6C6X5,4.60687E-06
Q6C0R6,3.97833E-06
Q6C0I3,4.92747E-06
Q6C260,3.88659E-06
Q6C2Z7,1.51872E-06
Q6CE96,2.17902E-06
W0TYM7,8.70409E-06
Q6C2E1,6.79276E-06
Q6CCU5,2.6847E-06
Q6CHE1,9.26278E-06
Q6CH27,2.17842E-06
Q6C102,5.71315E-06
Q6CEE6,4.97564E-06
Q6CFU4,4.48436E-06
Q6CFT3,5.01447E-06
Q6CBH0,2.63478E-06
Q6CH23,6.62871E-07
W0TYM4,8.30908E-06
Q6CDN3,6.54762E-06
Q6C905,5.51026E-06
Q6C435,8.82053E-06
Q6C9V6,1.09783E-06
Q6CH20,9.26147E-06
Q6C665,3.14489E-06
B5RSK7,6.7911E-06
Q6C3T3,2.25011E-06
Q6C089,3.6661E-06
Q6C8W8,4.2987E-06
Q6CBB9,9.30695E-06
Q6CDA2,9.34736E-07
Q6C4A6,4.9942E-06
Q6CC10,5.91682E-06
Q6C9Q3,7.83686E-06
Q6C794,8.49908E-06
Q6CBR0,1.59119E-06
Q6C610,8.08682E-06
Q6CD84,7.62317E-06
Q6CFB1,1.5482E-06
Q6CFY4,5.38077E-06
Q6CFT6,8.27208E-06
Q6CBW3,5.96954E-06
Q6C366,4.91336E-07
B5FVG1,1.05687E-06
Q6C0P8,9.31105E-07
Q6C0S6,5.07866E-06
Q6CC70,4.47763E-06
Q7Z794,7.14507E-06
Q6C8T2,2.98676E-06
Q6C9J3,1.30471E-06
Q6CEI2,9.76011E-06
Q6C1I1,1.94271E-06
Q6C2U0,3.53664E-06
Q6CD97,4.28066E-07
Q6C2Y8,1.89401E-06
Q6CC57,7.71737E-07
Q6CCA8,5.61564E-06
Q6C4D5,5.27444E-06
Q6C811,8.52363E-06
Q6C6J7,9.10018E-07
Q6CG79,4.75999E-06
Q6CEQ5,6.93191E-07
Q6C417,2.87312E-06
Q6C7R8,4.57917E-06
Q6CA41,3.50683E-06
Q6C2C8,1.0307E-06
Q6CG74,1.69842E-07
Q6CF23,9.43122E-06
Q6C037,6.09507E-06
Q6CHQ2,7.37352E-06
Q6CG90,4.26889E-06
Q6C1K4,6.84517E-06
Q6C2D3,7.75176E-06
Q6BZR4,6.77087E-06
Q6CFL8,6.50295E-06
Q6CAN2,5.48855E-06
Q6C7R2,9.32809E-06
Q6C412,1.78829E-06
Q6CEB7,8.67904E-06
Q6CFG4,2.23378E-06
Q6C990,4.1686E-07
Q6BZP4,7.14749E-06
Q6BZV4,7.22939E-06
Q6C542,2.44078E-06
Q6CDX0,5.42203E-06
Q6CA11,7.70821E-06
Q6C0S5,4.46955E-06
Q6CHP0,3.3407E-06
Q6CG56,8.45757E-06
Q6C7P2,2.44673E-06
Q6CA88,6.05929E-06
Q6C4W7,9.90041E-06
Q6C5Q3,4.80351E-06
Q6C803,4.10821E-06
Q6C6J1,2.78072E-06
Q6C5T7,1.08508E-06
Q6BZS8,3.27081E-06
Q6C4K1,7.94345E-06
Q6CG15,5.23948E-06
Q6C509,3.92201E-06
Q6CG11,9.45953E-06
Q6C8I1,2.91289E-06
Q6CD77,8.64074E-06
Q6C5B6,9.47667E-07
Q6C927,4.70752E-06
Q6C6B4,5.40573E-06
Q6CEJ2,6.82188E-06
Q6C5Q1,7.25884E-06
Q6CHH9,6.43775E-06
Q6CC99,3.74443E-06
Q6CHV5,5.43683E-06
Q6C468,3.19705E-06
Q6CI57,9.94102E-06
Q6C3U2,5.9612E-06
Q6C8H6,2.61356E-06
Q6CBS9,5.5815E-06
Q6C767,6.43041E-06
Q6C8F2,7.64613E-06
